,title,studio,domestic_gross,foreign_gross,year,genre_ids,id,popularity,release_date,vote_average,vote_count
253,Inhale,IFC,4100.0,51000,2010.0,"[18, 28, 53]",12645,7.826,2010-10-01,6.1,63
254,Le Mac,,,,,[35],35025,7.825,2010-02-16,5.7,144
255,Derailed,,,,,"[18, 53]",8999,7.814,2005-11-11,6.2,500
256,She's Out of My League,Par.,32000000.0,17800000,2010.0,"[35, 10749]",34016,7.775,2010-03-12,6.1,970
257,Triangle,,,,,[27],26466,7.761,2010-02-02,6.8,1094
258,Boy,,,,,"[18, 35]",39356,7.759,2012-03-02,7.5,149
259,All That Glitters,,,,,[35],44269,7.756,2010-12-03,6.4,456
260,The Switch,Mira.,27800000.0,22100000,2010.0,"[35, 10749, 18]",41210,7.745,2010-08-20,6.1,1008
261,Cyrus,FoxS,7500000.0,2500000,2010.0,"[35, 18, 10749]",39053,7.735,2010-06-18,6.0,201
262,The Perfect Date,,,,,"[35, 10749]",136294,7.701,2010-06-29,5.6,118
263,Mesrine: Public Enemy #1,,,,,"[28, 53, 80, 18]",15362,7.7,2010-09-03,7.4,404
264,Lottery Ticket,,,,,[35],41382,7.699,2010-08-20,5.7,92
265,Biutiful,RAtt.,5100000.0,20000000,2011.0,[18],45958,7.697,2010-12-28,7.2,546
266,The Red Baron,Mont.,37200.0,3100,2010.0,"[28, 12, 18, 36, 10752]",8349,7.676,2010-02-11,6.5,111
267,The Romantics,FOAK,107000.0,17300,2010.0,"[35, 18, 10749]",41556,7.676,2010-09-10,4.9,145
268,MacGruber,Uni.,8500000.0,797000,2010.0,"[28, 12, 35]",37931,7.666,2010-05-21,5.3,270
269,Mirrors 2,,,,,"[27, 9648, 53]",46441,7.663,2010-10-19,5.5,182
270,Kill Theory,,,,,"[27, 53, 9648]",19237,7.663,2010-01-29,5.3,58
271,Reign of Assassins,,,,,"[36, 28]",44092,7.621,2010-09-01,6.8,87
272,My Name Is Khan,,,,,"[18, 10749]",26022,7.619,2010-02-12,7.8,409
273,King of Devil's Island,FM,7600.0,4200000,2011.0,"[18, 28]",73211,7.616,2010-12-20,7.3,96
274,Little Big Soldier,,,,,"[28, 35, 12]",35138,7.607,2010-02-14,6.8,123
275,Somewhere,Focus,1800000.0,12200000,2010.0,"[35, 18]",39210,7.596,2010-12-22,6.1,376
276,Greenberg,Focus,4200000.0,1900000,2010.0,"[35, 18, 10749]",27583,7.57,2010-03-26,5.9,280
277,Country Strong,SGem,20200000.0,310000,2010.0,"[18, 10749, 10402]",45272,7.567,2010-12-22,6.3,126
278,The Nutcracker in 3D,Free,195000.0,16000000,2010.0,"[10402, 14, 28, 10751]",49852,7.566,2010-11-24,5.5,97
279,Oceans,BV,19400000.0,63200000,2010.0,"[99, 10751]",36970,7.532,2010-04-21,7.2,167
280,Conviction,FoxS,6800000.0,2900000,2010.0,[18],45094,7.51,2010-10-15,7.2,297
281,The Way Back,NM,2700000.0,17600000,2011.0,"[18, 12, 36]",49009,7.503,2010-09-03,6.9,759
282,The Search for Santa Paws,,,,,"[10751, 12]",48844,7.452,2010-11-23,5.9,85
283,Ramona and Beezus,Fox,26200000.0,1100000,2010.0,"[35, 10751]",38843,7.442,2010-07-23,6.3,460
284,Student Services,,,,,[18],65496,7.394,2010-11-11,4.8,67
285,The Client List,,,,,[18],41180,7.382,2010-07-19,5.6,108
286,Prayers for Bobby,,,,,"[18, 36, 10770]",21634,7.372,2009-02-27,7.9,220
287,Castaway on the Moon,,,,,"[18, 35, 10749]",18438,7.368,2010-02-05,8.1,259
288,Tamara Drewe,SPC,560000.0,11400000,2010.0,"[35, 10749]",38961,7.364,2010-12-30,5.8,226
289,Barney's Version,,,,,"[35, 18]",46829,7.357,2011-01-14,7.2,210
290,Meek's Cutoff,Osci.,978000.0,,2011.0,"[18, 37]",57120,7.309,2010-10-08,6.5,113
291,Kidnapped,,,,,"[27, 53]",48393,7.297,2010-06-17,6.3,98
292,Growth,,,,,"[27, 878, 53]",31196,7.28,2010-01-29,5.2,33
293,Made in Dagenham,SPC,1100000.0,11300000,2010.0,"[35, 18, 36]",46138,7.275,2010-11-19,6.6,150
294,Donkey's Christmas Shrektacular,,,,,"[14, 16, 18, 35, 878, 10751]",51256,7.265,2010-12-07,5.3,70
295,Revenge of the Bridesmaids,,,,,"[35, 10749, 10770]",62592,7.216,2010-07-18,6.3,165
296,The Lost Future,,,,,"[12, 878]",50674,7.188,2010-11-13,5.0,79
297,Catfish,Rog.,3200000.0,242000,2010.0,[99],42296,7.172,2010-09-17,6.8,284
298,The Drawn Together Movie: The Movie!,,,,,"[16, 35]",36736,7.171,2010-04-20,6.4,54
299,Triage,,,,,"[18, 53, 9648]",33195,7.155,2010-08-10,6.5,82
300,The Tortured,,,,,[27],47518,7.148,2010-06-15,5.3,77
301,Kevin Hart: Seriously Funny,,,,,[35],42189,7.146,2010-07-20,7.3,89
302,Hesher,WHE,383000.0,,2011.0,[18],44835,7.14,2010-01-22,7.0,335
303,Howl,Osci.,617000.0,566000,2010.0,[18],38568,7.12,2010-09-24,6.8,100
304,Restrepo,NGE,1300000.0,105000,2010.0,"[99, 10752]",39312,7.119,2010-06-25,7.5,188
305,Banana,,,,,"[16, 35, 10751]",54551,7.118,2010-12-13,7.1,178
306,Lying to Be Perfect,,,,,[35],70076,7.108,2010-01-30,6.1,85
307,Nowhere Boy,Wein.,1500000.0,5100000,2010.0,[18],33511,7.099,2010-01-27,7.3,469
308,Red White & Blue,,,,,"[18, 53]",41827,7.09,2010-10-08,6.2,64
309,The Killer Inside Me,IFC,217000.0,3800000,2010.0,"[80, 18, 53]",37414,7.087,2010-04-27,5.9,304
310,Cemetery Man,,,,,"[14, 18, 27, 35]",21588,7.078,1996-04-26,7.1,192
311,Scooby-Doo! Camp Scare,,,,,"[16, 35, 10751]",45752,7.048,2010-09-14,7.2,52
312,Just Wright,FoxS,21500000.0,29900,2010.0,"[35, 18, 10749]",38093,7.047,2010-05-14,6.2,211
313,LEGO: The Adventures of Clutch Powers,,,,,"[28, 12, 16, 10751]",33427,7.039,2010-01-01,5.5,41
314,Nothing to Declare,,,,,[35],52077,6.978,2010-12-20,5.8,602
315,Harriet the Spy: Blog Wars,,,,,"[35, 18, 10751, 10770]",49350,6.896,2010-03-25,4.7,127
316,Temple Grandin,,,,,[18],33602,6.875,2010-02-06,7.8,173
317,Red Riding: In the Year of Our Lord 1974,,,,,"[53, 9648, 80, 18]",291081,6.871,2010-02-05,6.8,99
318,Across the Line: The Exodus of Charlie Wright,,,,,"[18, 28, 53, 80]",51823,6.863,2010-12-29,5.9,19
319,Death at a Funeral,,,,,[35],34803,6.862,2010-04-15,5.7,439
320,The Rig,,,,,"[28, 27, 878, 53]",46368,6.856,2010-10-05,3.7,39
321,Shanghai,Wein.,46400.0,9200000,2015.0,"[18, 9648, 10749]",38407,6.824,2010-10-02,6.1,80
322,Space Chimps 2: Zartog Strikes Back,,,,,"[16, 10751]",45662,6.792,2010-05-26,4.6,50
323,How Do You Know,Sony,30200000.0,18500000,2010.0,"[35, 18, 10749]",42888,6.753,2010-12-17,5.1,453
324,Confucius,,,,,"[18, 36]",34182,6.706,2010-03-18,5.9,45
325,Triassic Attack,,,,,"[27, 878, 10770]",95547,6.706,2010-11-27,3.2,22
326,Tiny Furniture,IFC,392000.0,,2010.0,"[10749, 35, 18]",47607,6.695,2010-11-12,5.9,82
327,Stomp the Yard 2: Homecoming,,,,,"[18, 10402]",33473,6.684,2010-10-10,4.7,48
328,Scared Shrekless,,,,,"[16, 35]",48466,6.682,2010-10-28,6.2,177
329,What Men Talk About,,,,,[35],35428,6.675,2010-11-11,7.7,71
330,Happythankyoumoreplease,,,,,"[35, 10749, 18]",47218,6.645,2010-01-20,6.5,148
331,Why Did I Get Married Too?,,,,,"[35, 10749]",35688,6.636,2010-04-02,5.9,49
332,YellowBrickRoad,,,,,"[27, 53]",47386,6.635,2010-01-23,4.9,75
333,Dinner for Schmucks,P/DW,73000000.0,13800000,2010.0,[35],38778,6.632,2010-07-30,5.6,920
334,Sundays at Tiffany's,,,,,"[18, 10749]",60695,6.629,2010-12-06,6.5,43
335,And Soon the Darkness,,,,,"[27, 53, 80, 9648]",33107,6.606,2010-12-17,5.2,197
336,Firebreather,,,,,"[12, 14, 16, 28, 53, 878, 10751]",50337,6.591,2010-11-24,6.2,33
337,Crazy on the Outside,,,,,"[35, 10749]",35458,6.579,2010-01-08,5.4,48
338,Carlos,IFC,146000.0,726000,2010.0,"[80, 18, 53, 36]",43434,6.568,2010-10-11,7.0,87
339,Free Willy: Escape from Pirate's Cove,,,,,"[18, 10751, 12]",34751,6.568,2010-03-23,5.2,61
340,Come Undone,,,,,"[35, 18, 10749]",36956,6.53,2010-06-06,5.6,49
341,The Prince & Me 4: The Elephant Adventure,,,,,"[35, 10749]",36515,6.523,2010-03-23,5.5,37
342,Inception: The Cobol Job,,,,,"[16, 28, 53, 878]",64956,6.516,2010-12-07,7.4,227
343,Beautiful Kate,,,,,"[9648, 18]",29483,6.481,2010-01-08,6.1,29
344,Super Hybrid,,,,,[27],69270,6.474,2010-01-01,5.1,35
345,Gasland,,,,,[99],40663,6.468,2010-01-24,7.5,80
346,Mega Piranha,,,,,"[28, 12, 27, 878]",39522,6.457,2010-04-10,2.9,78
347,Chain Letter,NFC,139000.0,447000,2010.0,"[27, 53]",38033,6.44,2010-10-01,4.1,63
348,Dog Pound,,,,,[18],43920,6.428,2010-04-24,7.6,177
349,The Joneses,RAtt.,1500000.0,5500000,2010.0,"[35, 18]",41479,6.424,2010-04-16,6.2,312
350,Red Riding: In the Year of Our Lord 1983,,,,,"[53, 80, 18, 9648]",291092,6.423,2010-02-05,7.0,70
351,Lake Placid 3,,,,,"[27, 28, 878, 53]",44037,6.411,2010-08-21,4.4,68
352,I'm Still Here,Magn.,409000.0,160000,2010.0,"[10402, 35, 18]",43939,6.386,2010-09-10,6.0,179
353,The Boy Who Cried Werewolf,,,,,"[10751, 14, 27, 10770]",48186,6.372,2010-10-22,6.0,123
354,Hubble 3D,WB,52400000.0,21500000,2010.0,[99],44992,6.346,2010-03-19,7.1,54
355,Jesse Stone: No Remorse,,,,,"[18, 53, 80, 9648]",43263,6.324,2010-05-09,6.8,34
356,"Ultramarines: A Warhammer 40,000 Movie",,,,,"[16, 878]",52010,6.322,2010-12-10,5.2,50
357,Single By Contract,,,,,"[10749, 35]",60809,6.32,2010-10-10,6.9,104
358,Professor Layton and the Eternal Diva,,,,,"[10751, 16]",41066,6.308,2010-12-31,7.7,78
359,Altitude,,,,,"[27, 28, 53, 878]",44678,6.305,2010-10-10,4.9,119
360,Extraordinary Measures,CBS,12100000.0,3100000,2010.0,[18],27569,6.3,2010-01-21,6.3,153
361,The Tempest,Mira.,278000.0,68700,2010.0,"[18, 14]",44638,6.3,2010-12-10,5.8,52
362,Tokyo Mater,,,,,"[16, 35]",24328,6.29,2008-12-12,6.0,41
363,The Women on the 6th Floor,Strand,720000.0,22500000,2011.0,[35],57243,6.281,2010-12-20,6.7,183
364,Red Hill,Strand,21100.0,300000,2010.0,"[28, 53, 37]",45569,6.269,2010-11-05,6.1,79
365,White Material,,,,,[18],46207,6.262,2010-11-19,7.1,57
366,Den Brother,,,,,"[10770, 10751]",46064,6.234,2010-08-13,6.0,56
367,Max Manus: Man of War,,,,,"[18, 36, 10752]",13752,6.23,2010-09-03,7.1,114
368,Cemetery Junction,,,,,"[18, 35]",36801,6.225,2010-08-17,6.6,116
369,You Will Meet a Tall Dark Stranger,SPC,3200000.0,31000000,2010.0,"[35, 18, 10749]",38031,6.209,2010-05-23,5.8,431
370,Milf,,,,,[35],47407,6.198,2010-10-17,4.1,41
371,Paris Express,,,,,"[35, 28, 80]",40194,6.195,2010-02-24,4.9,74
372,Love Ranch,,,,,[18],39845,6.185,2010-06-30,6.1,28
373,Sintel,,,,,"[16, 14]",45745,6.157,2010-09-30,7.6,99
374,Terkel in Trouble,Indic.,10800.0,,2010.0,"[16, 35]",10797,6.135,2010-03-26,6.4,39
375,Beautiful Lies,,,,,"[35, 10749]",51072,6.092,2010-12-21,5.8,70
376,The Perfect Host,,,,,"[35, 53, 80]",66195,6.088,2010-07-01,6.3,217
377,"Waiting for ""Superman""",ParV,6400000.0,9300,2010.0,[99],39440,6.068,2010-09-24,7.0,70
378,Kites,Relbig.,1600000.0,1300000,2010.0,"[18, 28, 10749]",37737,6.058,2010-05-21,5.8,67
379,Kaboom,IFC,119000.0,421000,2011.0,"[18, 878, 35, 9648]",46837,6.052,2010-10-06,5.7,175
380,Boy Wonder,,,,,"[28, 80, 18, 53]",80188,6.036,2010-08-12,6.6,77
381,Leaves of Grass,First,70100.0,949000,2010.0,"[35, 80, 53]",12834,5.996,2010-09-17,6.0,214
382,Five Minarets in New York,,,,,[18],51794,5.994,2010-11-17,5.7,49
383,With Love... from the Age of Reason,,,,,"[35, 10749]",51090,5.982,2010-07-28,5.3,64
384,Birdemic: Shock and Terror,,,,,"[27, 878]",40016,5.961,2010-02-27,2.0,152
385,Please Give,SPC,4000000.0,280000,2010.0,"[35, 18]",40247,5.945,2010-01-22,6.3,81
386,Skateland,,,,,[18],54602,5.938,2011-05-13,5.4,16
387,Cropsey,,,,,"[9648, 99, 27, 80]",56811,5.925,2009-04-25,6.0,90
388,Guzaarish,UTV,1000000.0,695000,2010.0,"[18, 10749]",41518,5.919,2010-11-19,7.6,52
389,Giallo,,,,,"[80, 27, 9648, 53]",29159,5.854,2010-03-13,4.0,64
390,A Dangerous Man,,,,,"[80, 28, 12, 53]",28465,5.853,2010-02-09,5.1,53
391,Grotesque,,,,,"[27, 53]",27297,5.828,2010-07-16,5.3,69
392,FRED: The Movie,,,,,"[35, 10751, 10770]",45839,5.807,2010-09-18,5.0,81
393,Repeaters,,,,,"[878, 53, 18, 9648]",71700,5.801,2010-04-22,5.7,75
394,Scooby-Doo! Abracadabra-Doo,,,,,"[16, 35, 10751, 9648, 14]",32916,5.787,2010-02-16,6.8,58
395,Scrat's Continental Crack-Up,,,,,[16],55692,5.784,2010-12-25,6.9,67
396,The Keeper,,,,,"[28, 53]",26583,5.779,2010-01-19,5.3,42
397,High School,Anch.,139000.0,,2012.0,[35],27584,5.762,2010-06-03,5.8,68
398,Amer,,,,,"[53, 27]",43950,5.749,2010-04-02,6.6,59
399,"My Son, My Son, What Have Ye Done",,,,,"[80, 18, 53]",44027,5.74,2010-04-24,6.1,85
400,Legendary Assassin,,,,,[28],26010,5.716,2010-12-28,6.2,33
401,Freakonomics,Magn.,101000.0,16400,2010.0,[99],43942,5.705,2010-10-01,6.6,57
402,Rare Exports: A Christmas Tale,Osci.,236000.0,3800000,2010.0,[14],48395,5.704,2010-12-03,6.5,233
403,Hunt to Kill,,,,,"[28, 12, 53]",46713,5.673,2010-11-06,5.1,60
404,DC Showcase: Jonah Hex,,,,,"[16, 28, 37]",41988,5.646,2010-07-27,6.8,38
405,The Clinic,,,,,"[9648, 27, 53, 80]",57749,5.62,2010-10-10,5.2,59
406,When You're Strange,Abr.,246000.0,901000,2010.0,"[99, 10402]",37659,5.582,2010-04-09,7.6,85
407,Seven Days,,,,,"[18, 27, 53]",39681,5.575,2010-07-28,6.3,76
408,The Cry of the Owl,,,,,[18],18530,5.572,2010-03-12,5.6,46
409,The Last Circus,Magn.,40500.0,3200000,2011.0,"[28, 18, 53]",56812,5.552,2011-08-19,6.7,177
410,Red Riding: In the Year of Our Lord 1980,,,,,"[53, 80, 18, 9648]",291084,5.499,2010-02-05,7.1,73
411,Babies,Focus,7300000.0,2200000,2010.0,[99],44737,5.45,2010-05-07,7.0,77
412,Home Makeover,,,,,"[16, 35, 10751]",54553,5.45,2010-12-13,6.9,89
413,Friendship!,,,,,[35],35217,5.442,2010-01-14,6.6,76
414,Nude Nuns with Big Guns,,,,,"[53, 28, 35]",52208,5.429,2010-09-24,4.2,55
415,Sherlock Holmes,,,,,"[14, 18, 27, 28, 53, 9648]",33555,5.39,2010-01-26,5.6,53
416,Happy People: A Year in the Taiga,,,,,[99],89704,5.38,2010-09-03,7.7,65
417,Udaan,,,,,[18],45316,5.376,2010-06-17,7.2,83
418,Wild Things: Foursome,,,,,"[80, 18, 9648]",37708,5.371,2010-06-01,5.0,36
419,2001 Maniacs: Field of Screams,,,,,"[35, 27]",40912,5.364,2010-07-20,4.0,31
420,El Materdor,,,,,[16],39030,5.352,2010-11-02,5.7,24
421,An Invisible Sign,IFC,1300.0,,2011.0,"[10751, 18, 10749, 35]",59435,5.342,2010-10-06,5.1,58
422,Time Traveller: The Girl Who Leapt Through Time,,,,,[12],54770,5.319,2010-09-12,6.3,26
423,A Horrible Way to Die,,,,,"[27, 53, 18]",44950,5.316,2010-11-06,5.2,36
424,Christmas Cupid,,,,,"[10770, 14, 35, 10749, 10751]",52060,5.281,2010-12-12,5.8,107
425,Golmaal 3,Eros,1100000.0,935000,2010.0,"[35, 10751]",44978,5.278,2010-11-05,5.4,34
426,Vincere,IFC,619000.0,5100000,2010.0,"[18, 36]",30239,5.254,2010-03-19,6.5,54
427,Dinocroc vs. Supergator,,,,,"[27, 878]",44809,5.247,2010-06-26,4.0,22
428,Princess Ka'iulani,,,,,[18],39806,5.239,2010-05-14,5.1,22
429,Father of Invention,,,,,"[35, 18]",35221,5.238,2010-02-14,5.4,70
430,Virginia,,,,,[18],102639,5.236,2010-05-18,5.8,24
431,The Bone Man,,,,,"[80, 53, 35]",21467,5.223,2010-02-24,7.3,43
432,Sinners and Saints,,,,,"[28, 80, 53]",66193,5.223,2010-06-30,5.6,42
433,Every Day,,,,,"[18, 35, 10749]",45077,5.22,2010-01-14,5.5,46
434,Locked Down,,,,,"[28, 18, 53]",49261,5.2,2010-11-09,4.1,15
435,Essential Killing,,,,,"[53, 10752]",48243,5.177,2010-11-20,5.7,73
436,The Reef,,,,,"[18, 27, 53]",49787,5.173,2010-05-15,5.6,264
437,Plan B,,,,,"[35, 18, 10749]",44282,5.164,2010-01-12,7.2,45
438,The Pregnancy Pact,,,,,[18],56968,5.162,2010-01-23,4.8,78
439,Barry Munday,,,,,"[35, 18, 10749]",44594,5.141,2010-03-13,6.0,37
440,Hole in One,,,,,[35],45781,5.105,2010-09-12,3.9,54
441,The Making of The Walking Dead,,,,,[99],241829,5.084,2010-07-31,8.0,82
442,Bloodworth,,,,,"[18, 10749]",67198,5.076,2010-02-06,6.3,18
443,The Good Witch's Gift,,,,,"[18, 10751, 14]",61005,5.071,2010-10-24,6.9,37
444,The Extra Man,Magn.,453000.0,4500,2010.0,[35],47088,5.056,2010-08-01,5.9,46
445,Moon Mater,,,,,"[16, 35]",148608,5.036,2010-11-02,5.7,18
446,Our Family Wedding,FoxS,20300000.0,1200000,2010.0,[35],34563,5.025,2010-03-12,5.5,57
447,Hooked on the Game 2. The Next Level,,,,,"[28, 878]",37851,5.006,2010-11-11,5.2,21
448,Icarus,,,,,"[28, 18, 53]",35402,5.002,2010-09-10,5.2,42
449,Love Crime,IFC,540000.0,3100000,2011.0,"[53, 80, 9648]",53404,4.99,2010-09-09,6.5,45
450,Once Fallen,,,,,"[18, 28, 80]",44862,4.963,2010-11-02,4.8,14
451,The Perfect Game,IW,1000000.0,2800000,2010.0,"[18, 10751]",56601,4.958,2010-04-16,6.3,44
452,How I Ended This Summer,FM,8700.0,614000,2011.0,"[18, 53]",38325,4.92,2010-11-11,6.1,52
453,Flicka 2,,,,,"[12, 18]",37932,4.899,2010-05-04,5.9,48
454,Stag Night,,,,,"[28, 27, 53]",24421,4.892,2010-10-11,4.8,34
455,Red: Werewolf Hunter,,,,,"[14, 27, 28, 53]",48871,4.89,2010-10-30,4.2,31
456,Gun,,,,,"[28, 53]",51250,4.873,2010-06-10,5.5,45
457,I'm Here,,,,,[18],37058,4.851,2010-03-01,7.2,82
458,Lost Boys: The Thirst,,,,,"[28, 12, 35, 27]",46812,4.851,2010-10-05,5.3,61
459,The Virginity Hit,,,,,[35],42889,4.834,2010-09-10,4.6,35
460,Group Sex,,,,,"[35, 10749]",44221,4.8,2010-08-24,5.4,34
461,Little Rose,,,,,"[36, 18, 10749]",45822,4.743,2010-04-04,7.0,16
462,Inadequate People,,,,,"[35, 10749, 18]",57209,4.701,2010-12-20,7.2,35
463,Khatta Meetha,Eros,542000.0,499000,2010.0,"[35, 18]",44565,4.677,2010-07-23,4.9,21
464,Brotherhood,,,,,[18],25541,4.648,2010-04-08,7.5,35
465,Ice Quake,,,,,"[53, 878, 28]",62989,4.635,2010-12-11,4.2,32
466,Love and the City 2,,,,,"[35, 10749]",47812,4.604,2010-11-11,5.7,12
467,Listen to Your Heart,,,,,"[18, 10402, 10749]",48373,4.602,2010-08-14,7.6,59
468,Deadly Impact,,,,,"[18, 28, 53]",36147,4.588,2010-04-20,4.7,20
469,Jack Goes Boating,Over.,542000.0,77600,2010.0,"[35, 18, 10749]",43943,4.587,2010-09-23,6.1,57
470,Carancho,Strand,85500.0,3900000,2011.0,"[53, 18, 10749, 80]",47261,4.554,2011-02-11,6.6,59
471,Farewell Mr. Kringle,,,,,[10749],144256,4.539,2010-12-04,6.4,10
472,Monster Truck Mater,,,,,[16],148605,4.494,2010-07-30,5.6,23
473,Ishqiya,,,,,"[53, 35]",33556,4.48,2010-01-29,6.4,30
474,How to Make Love to a Woman,,,,,"[35, 10749]",40722,4.459,2010-07-13,4.6,26
475,The Infidel,,,,,"[35, 18]",42171,4.434,2010-05-01,6.0,59
476,Wake,,,,,"[35, 18, 10749]",37665,4.39,2009-02-25,4.8,23
477,A Somewhat Gentle Man,Strand,37700.0,1800000,2011.0,"[35, 80, 18]",31035,4.381,2010-10-01,6.3,43
478,My Girlfriend's Boyfriend,,,,,[35],46198,4.378,2010-04-22,5.9,68
479,"Happy, Happy",Magn.,45200.0,,2011.0,"[18, 35, 10749]",46147,4.32,2010-12-20,6.2,18
480,Dark World,,,,,"[14, 9648, 53]",51273,4.319,2010-11-11,4.3,24
481,Luster,,,,,[18],66111,4.309,2010-12-12,5.1,7
482,Rammbock: Berlin Undead,,,,,"[27, 53]",49901,4.302,2010-09-09,6.0,59
483,Bear,,,,,"[27, 28, 53]",44224,4.288,2010-01-01,3.5,9
484,The River Why,,,,,"[18, 10749]",11403,4.282,2010-04-09,5.7,31
485,Alien Girl,,,,,"[18, 28]",38186,4.274,2010-11-11,6.7,11
486,Anjaana Anjaani,Eros,855000.0,761000,2010.0,"[35, 18, 10402, 10749]",44566,4.265,2010-10-01,6.1,47
487,Letters to God,Viv.,2800000.0,60300,2010.0,"[18, 10751]",35691,4.242,2010-04-09,6.9,71
488,Abandoned,,,,,"[18, 9648, 53]",43642,4.233,2010-08-24,4.8,65
489,The Six Wives of Henry Lefay,,,,,[35],29919,4.203,2010-10-19,5.3,40
490,DC Showcase: Green Arrow,,,,,"[16, 12]",46718,4.2,2010-09-28,7.2,54
491,Never Sleep Again: The Elm Street Legacy,,,,,[99],37757,4.197,2010-05-04,8.2,63
492,Love and Distrust,,,,,"[10749, 18]",48798,4.196,2010-11-02,4.7,16
493,The Wildest Dream,,,,,[99],59248,4.194,2010-08-06,7.2,20
494,Beatdown,,,,,"[12, 28, 53]",44745,4.193,2010-08-31,5.1,13
495,Miss Nobody,,,,,"[80, 35]",51875,4.145,2010-06-10,4.9,20
496,The Terror Experiment,,,,,"[27, 28, 53]",68212,4.145,2010-01-01,4.4,14
497,Kandahar,,,,,"[18, 28]",34586,4.14,2010-02-11,6.7,19
498,Bill Burr: Let It Go,,,,,[35],46967,4.138,2010-09-18,7.9,44
499,Malice in Wonderland,,,,,"[14, 18, 28, 53, 80, 878, 10749]",32407,4.097,2010-04-16,5.7,28
500,Dinoshark,,,,,"[27, 878]",35074,4.084,2010-01-01,4.2,21
501,Tri bogatyrya i Shamakhanskaya tsaritsa,,,,,"[16, 10751, 35, 12]",52939,4.081,2010-12-31,5.9,30
502,Coco Chanel & Igor Stravinsky,SPC,1600000.0,4099999,2010.0,"[18, 10749]",38984,4.057,2010-04-25,6.3,50
503,The Daisy Chain,,,,,"[27, 53]",37196,4.047,2010-04-13,5.2,35
504,Middle of Nowhere,,,,,"[35, 18]",19688,4.046,2010-07-13,5.9,35
505,Darling,,,,,"[18, 10749]",63414,4.029,2010-04-23,4.9,8
506,My Führer,,,,,"[10752, 35, 18]",6172,4.018,2010-01-19,5.2,38
507,Airline Disaster,,,,,"[28, 12, 53]",41409,3.985,2010-06-29,3.2,15
508,Bitter Feast,,,,,"[27, 53]",52817,3.973,2010-07-08,5.4,27
509,Wrong Side of Town,,,,,"[28, 80]",32845,3.969,2010-02-23,5.2,25
510,Space Dogs,,,,,"[10751, 16]",36696,3.952,2010-04-03,5.5,17
511,Ceremony,Magn.,22300.0,,2011.0,"[35, 10749]",55246,3.952,2010-10-08,5.2,33
512,Legendary,,,,,[18],43922,3.948,2010-09-10,6.4,50
513,The Stranger,,,,,"[28, 53]",38166,3.948,2010-06-01,5.0,29
514,From Me To You,,,,,"[10749, 18]",59944,3.9,2010-11-11,6.5,37
515,The Crocodiles Strike Back,,,,,"[10751, 12]",36085,3.9,2010-06-15,6.4,30
516,I Hate Luv Storys,UTV,848000.0,14900000,2010.0,"[35, 18, 10749]",40777,3.867,2010-06-30,6.1,51
517,Nasha Russia: Yaytsa sudby,,,,,[],31059,3.867,2010-01-21,4.3,25
518,Oblivion Island: Haruka and the Magic Mirror,,,,,"[12, 16]",39544,3.863,2010-02-27,6.7,18
519,DC Showcase: The Spectre,,,,,"[16, 80, 9648]",38180,3.844,2010-04-23,6.4,36
520,The People vs. George Lucas,,,,,[99],75311,3.829,2010-03-14,6.4,49
521,Christmas Mail,,,,,"[35, 10751]",76706,3.793,2010-12-01,5.4,29
522,Heavy Metal Mater,,,,,[16],148607,3.787,2010-11-02,5.7,19
523,As Good As Dead,,,,,"[28, 12, 53]",35656,3.765,2010-01-25,4.8,15
524,Hunter Prey,,,,,"[878, 53]",41360,3.738,2010-05-01,5.6,51
525,Monte Walsh,,,,,[37],71244,3.728,1970-10-07,6.3,20
526,The Best and the Brightest,,,,,[35],59419,3.728,2010-01-01,4.5,11
527,Waste Land,Arth.,188000.0,88700,2010.0,[99],46689,3.707,2010-01-24,7.7,51
528,The Four Times,,,,,[18],57389,3.702,2010-05-28,7.6,45
529,Coyote Falls,,,,,"[16, 35]",48740,3.69,2010-07-30,7.3,24
530,Frankie & Alice,,,,,"[18, 53]",55061,3.69,2014-04-04,5.7,43
531,Black Heaven,,,,,"[18, 53]",49001,3.681,2010-11-11,5.8,37
532,ExTerminators,,,,,"[35, 18]",25891,3.66,2010-11-02,5.5,56
533,All About Evil,,,,,[27],70448,3.659,2010-05-01,5.6,30
534,Hidden Diary,,,,,"[35, 18]",59957,3.655,2009-10-15,6.4,15
535,Tetsuo: The Bullet Man,,,,,"[28, 878, 27, 53]",52034,3.644,2010-04-25,5.7,32
536,On Tour,,,,,"[18, 35]",41273,3.635,2010-06-30,6.8,37
537,Lifted,,,,,"[18, 10751]",75910,3.625,2010-08-13,7.3,18
538,Order of Chaos,,,,,[53],35004,3.613,2010-01-01,4.4,12
539,Rock Slyde,,,,,[35],44647,3.598,2010-05-01,6.1,13
540,Tick Tock Tale,,,,,[16],352812,3.587,2010-06-10,8.0,39
541,First Dog,,,,,"[10751, 35, 18]",57517,3.585,2010-10-22,6.2,17
542,Tracker,,,,,"[28, 18, 53, 12]",62255,3.581,2010-09-12,6.7,29
543,RSC Live: Hamlet,,,,,[18],28238,3.549,2010-05-04,7.7,37
544,Beneath the Dark,,,,,"[18, 53]",49004,3.531,2010-11-05,4.9,21
545,Veer,,,,,"[28, 10749]",30886,3.526,2010-01-22,5.7,24
546,Meteor Apocalypse,,,,,"[28, 878, 53]",41997,3.513,2010-02-23,3.8,12
